,unverheiratet,lieben,lieben,perfekt,erzählen,töten,perfekt,töten,lieben,Marseille,Schiff,Feld,lieben,Leutnant,Gewehr,nachdenken,lieben,streicheln,Tochter,einzigartig,Fürst,Vorhang,wahnsinnig,einzigartig,perfekt,Unwetter
00446-00,4.712757434374853e-06,3.7702059474998825e-05,9.425514868749706e-06,3.7702059474998825e-05,2.3563787171874265e-05,2.3563787171874265e-05,3.7702059474998825e-05,1.8851029737499413e-05,9.425514868749706e-06,4.712757434374853e-06,0.0,3.7702059474998825e-05,4.2414816909373674e-05,9.425514868749706e-06,2.8276544606249117e-05,4.712757434374853e-05,4.712757434374853e-06,9.425514868749706e-06,4.712757434374853e-05,9.425514868749706e-06,1.8851029737499413e-05,9.425514868749706e-06,2.8276544606249117e-05,9.425514868749706e-06,3.7702059474998825e-05,1.4138272303124559e-05
00469-00,9.618402535208416e-06,0.00010985228158632769,7.137867144549403e-05,9.719648877684294e-05,1.5186951371381709e-05,3.67017991475058e-05,9.719648877684294e-05,1.4933835515192013e-05,7.137867144549403e-05,4.302969555224818e-06,1.2149561097105368e-05,2.8348975893245856e-05,0.00011238344014822464,2.2780427057072563e-06,2.7842744180866467e-06,9.162793994066965e-05,7.087243973311464e-05,3.594245157893671e-05,8.226265326165093e-05,7.163178730168373e-05,6.150715305409592e-05,2.6830280756107685e-05,6.2266500622665e-05,7.163178730168373e-05,9.719648877684294e-05,5.5685488361732935e-06
00343-00,9.82646463455378e-06,4.716703024585814e-05,2.947939390366134e-05,4.3236444392036635e-05,9.82646463455378e-06,1.7687636342196803e-05,4.3236444392036635e-05,9.82646463455378e-06,2.947939390366134e-05,1.965292926910756e-06,3.930585853821512e-06,9.82646463455378e-06,4.520173731894739e-05,0.0002378004441562015,1.965292926910756e-06,3.340997975748285e-05,3.340997975748285e-05,2.1618222196018318e-05,2.7514100976750586e-05,4.520173731894739e-05,1.965292926910756e-06,1.965292926910756e-06,2.554880804983983e-05,4.520173731894739e-05,4.3236444392036635e-05,1.965292926910756e-06
00223-00,2.8954519132255335e-05,0.00011136353512405898,4.0090872644661234e-05,9.577264020669072e-05,8.909082809924718e-06,3.563633123969887e-05,9.577264020669072e-05,1.3363624214887077e-05,4.0090872644661234e-05,0.0,0.0,9.577264020669072e-05,0.00011136353512405898,4.454541404962359e-06,8.909082809924718e-06,3.563633123969887e-05,5.345449685954831e-05,2.2272707024811794e-05,7.572720388436011e-05,5.122722615706713e-05,8.018174528932247e-05,4.454541404962359e-06,3.7863601942180054e-05,5.122722615706713e-05,9.577264020669072e-05,6.681812107443539e-06
00315-00,1.2787069715104086e-05,0.0001329855250370825,5.626310674645798e-05,5.3705692803437166e-05,1.0229655772083269e-05,6.649276251854126e-05,5.3705692803437166e-05,2.813155337322899e-05,5.626310674645798e-05,1.5344483658124903e-05,0.0,5.88205206894788e-05,0.0001329855250370825,6.905017646156206e-05,4.603345097437471e-05,1.5344483658124903e-05,5.1148278860416345e-05,0.00012275586926499923,0.00019692087361260295,5.3705692803437166e-05,1.2787069715104086e-05,5.1148278860416345e-06,2.0459311544166538e-05,5.3705692803437166e-05,5.3705692803437166e-05,2.5574139430208172e-06
00146-00,5.721478430026319e-06,0.00011156882938551322,6.0075523515276346e-05,6.29362627302895e-05,2.5746652935118435e-05,6.865774116031582e-05,6.29362627302895e-05,2.0025174505092114e-05,6.0075523515276346e-05,0.0,0.0,8.582217645039478e-06,0.00011156882938551322,0.0,1.1442956860052638e-05,6.29362627302895e-05,7.72399588053553e-05,8.582217645039478e-06,0.0001544799176107106,6.865774116031582e-05,2.8607392150131595e-06,0.0,6.29362627302895e-05,6.865774116031582e-05,6.29362627302895e-05,0.0
00490-00,1.7107514146598235e-05,0.00032504276878536647,0.00016317936570601395,0.00020134228187919463,6.579813133307014e-06,0.00010659297275957363,0.00020134228187919463,1.5791551519936835e-05,0.00016317936570601395,1.1843663639952625e-05,5.0006579813133305e-05,2.1055402026582446e-05,0.00032504276878536647,3.947887879984209e-06,1.1843663639952625e-05,5.7902355573101726e-05,0.00017502302934596658,4.47427293064877e-05,0.00026845637583892615,0.00017107514146598237,0.0002750361889722332,7.895775759968418e-06,4.86906171864719e-05,0.00017107514146598237,0.00020134228187919463,1.3159626266614028e-05
00205-00,1.3060371567571098e-05,8.81575080811049e-05,3.918111470271329e-05,9.795278675678323e-05,9.795278675678323e-06,4.571130048649884e-05,9.795278675678323e-05,2.285565024324942e-05,3.918111470271329e-05,0.0,3.2650928918927744e-06,8.81575080811049e-05,8.81575080811049e-05,3.2650928918927744e-06,3.2650928918927744e-06,7.836222940542659e-05,4.571130048649884e-05,1.3060371567571098e-05,8.489241518921214e-05,4.8976393378391615e-05,1.9590557351356647e-05,6.530185783785549e-06,4.8976393378391615e-05,4.8976393378391615e-05,9.795278675678323e-05,6.530185783785549e-06
00358-00,2.9682398337785694e-05,0.0002671415850400712,5.936479667557139e-05,5.936479667557139e-05,2.9682398337785694e-05,2.9682398337785694e-05,5.936479667557139e-05,0.0,5.936479667557139e-05,0.0,0.0,0.0004452359750667854,0.0002671415850400712,2.9682398337785694e-05,0.0,2.9682398337785694e-05,5.936479667557139e-05,2.9682398337785694e-05,0.00020777678836449986,5.936479667557139e-05,0.0004155535767289997,0.0,0.0,5.936479667557139e-05,5.936479667557139e-05,0.0
00304-00,4.182350480970305e-06,0.0002634880803011292,0.00011292346298619824,0.00013383521539104976,3.345880384776244e-05,8.36470096194061e-06,0.00013383521539104976,1.672940192388122e-05,0.00011292346298619824,0.0,4.182350480970305e-06,5.018820577164366e-05,0.0002634880803011292,0.0,0.0,7.52823086574655e-05,0.00010874111250522793,1.672940192388122e-05,0.0004558762024257633,0.00011292346298619824,1.2547051442910916e-05,4.182350480970305e-06,5.018820577164366e-05,0.00011292346298619824,0.00013383521539104976,0.0
00193-00,4.270766602605167e-06,8.968609865470852e-05,5.124919923126201e-05,8.114456544949819e-05,4.2707666026051675e-05,4.2707666026051675e-05,8.114456544949819e-05,1.708306641042067e-05,5.124919923126201e-05,5.124919923126201e-05,4.270766602605167e-06,0.00011103993166773435,8.968609865470852e-05,0.0,2.1353833013025838e-05,6.406149903907751e-05,7.260303224428786e-05,1.708306641042067e-05,0.0001879137305146274,8.114456544949819e-05,0.0,4.270766602605167e-06,2.9895366218236174e-05,8.114456544949819e-05,8.114456544949819e-05,0.0
00189-00,0.00012513995916485542,0.00016465784100638874,6.586313640255549e-05,0.00013172627280511097,6.586313640255549e-05,2.6345254561022197e-05,0.00013172627280511097,1.9758940920766648e-05,6.586313640255549e-05,0.0,6.586313640255549e-06,5.927682276229994e-05,0.00017124415464664426,6.586313640255549e-06,1.3172627280511099e-05,7.244945004281104e-05,7.244945004281104e-05,2.6345254561022197e-05,9.879470460383324e-05,7.244945004281104e-05,6.586313640255549e-05,0.0,0.00011196733188434433,7.244945004281104e-05,0.00013172627280511097,0.0
00219-00,6.139300733646438e-06,0.00010129846210516622,5.218405623599472e-05,8.901986063787334e-05,3.069650366823219e-06,5.218405623599472e-05,8.901986063787334e-05,3.376615403505541e-05,5.218405623599472e-05,3.069650366823219e-06,3.069650366823219e-06,3.069650366823219e-06,0.00010129846210516622,3.069650366823219e-06,3.069650366823219e-06,3.069650366823219e-05,4.91144058691715e-05,7.674125917058047e-05,1.5348251834116094e-05,4.91144058691715e-05,6.139300733646438e-06,6.139300733646438e-06,5.525370660281794e-05,4.91144058691715e-05,8.901986063787334e-05,9.208951100469656e-06
00324-00,1.8433519511880403e-06,0.00034655016682335157,0.00014746815609504321,0.00015668491585098344,3.5023687072572766e-05,0.00016221497170454754,0.00015668491585098344,2.0276871463068443e-05,0.00014746815609504321,0.0,4.6083798779701006e-05,8.479418975464986e-05,0.00034655016682335157,2.5806927316632563e-05,1.4746815609504323e-05,5.714391048682925e-05,0.00016958837950929972,0.00010691441316890634,0.0001972386587771203,0.0001419381002414791,2.7650279267820604e-05,0.0,6.267396634039337e-05,0.0001419381002414791,0.00015668491585098344,2.7650279267820604e-05
00442-00,2.2928130732032684e-05,0.00016466566616641655,8.129064532266133e-05,0.00012089378022344505,2.0843755210938802e-05,3.5434383858595964e-05,0.00012089378022344505,1.2506253126563282e-05,8.129064532266133e-05,2.0843755210938804e-06,2.0843755210938802e-05,1.4590628647657162e-05,0.00016258129064532266,0.0,0.0,3.960313490078373e-05,9.588127397031849e-05,6.25312656328164e-05,6.46156411539103e-05,9.588127397031849e-05,1.4590628647657162e-05,1.0421877605469401e-05,3.3350008337502086e-05,9.588127397031849e-05,0.00012089378022344505,2.0843755210938804e-06
00258-00,1.1161337128187958e-05,7.81293598973157e-05,2.2322674256375915e-05,4.464534851275183e-05,1.9532339974328924e-05,7.254869133322172e-05,4.464534851275183e-05,3.627434566661086e-05,2.2322674256375915e-05,0.0,2.2322674256375915e-05,0.00022043640828171214,8.371002846140967e-05,5.859701992298677e-05,3.627434566661086e-05,4.1855014230704836e-05,2.5113008538422903e-05,6.696802276912774e-05,6.696802276912774e-05,1.9532339974328924e-05,8.371002846140968e-06,0.0,5.580668564093978e-05,1.9532339974328924e-05,4.464534851275183e-05,1.1161337128187958e-05
00447-00,3.0003000300030004e-05,0.00021502150215021502,3.750375037503751e-05,6.25062506250625e-05,1.0001000100010001e-05,4.5004500450045e-05,6.25062506250625e-05,2.0002000200020003e-05,3.750375037503751e-05,0.0,7.500750075007501e-06,0.00013001300130013,0.00021502150215021502,1.2501250125012502e-05,1.0001000100010001e-05,5.000500050005001e-05,3.750375037503751e-05,3.5003500350035e-05,0.000185018501850185,4.750475047504751e-05,1.75017501750175e-05,5.000500050005001e-06,4.2504250425042504e-05,4.750475047504751e-05,6.25062506250625e-05,5.000500050005001e-06
00321-00,5.2226139182660925e-06,6.78939809374592e-05,5.483744614179397e-05,6.78939809374592e-05,5.2226139182660925e-06,3.39469904687296e-05,6.78939809374592e-05,4.178091134612874e-05,5.483744614179397e-05,0.0,3.6558297427862644e-05,2.089045567306437e-05,6.528267397832615e-05,2.6113069591330463e-06,5.2226139182660925e-06,0.00014623318971145058,6.006006006006006e-05,2.8724376550463507e-05,2.6113069591330463e-06,6.267136701919311e-05,2.6113069591330463e-06,1.0445227836532185e-05,5.2226139182660925e-05,6.267136701919311e-05,6.78939809374592e-05,0.0
00294-00,0.0,0.0,0.0,7.017543859649122e-05,7.017543859649122e-05,0.0,7.017543859649122e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.017543859649122e-05,0.0,0.0,0.0,0.0,7.017543859649122e-05,0.0,7.017543859649122e-05,0.0,7.017543859649122e-05,0.0
00601-00,8.271591808760798e-06,0.00021624304300046085,0.0001288005010221324,0.00018433833173809778,7.089935836080684e-06,3.544967918040342e-05,0.00018433833173809778,1.0634903754121024e-05,0.0001288005010221324,3.308636723504319e-05,8.271591808760798e-06,3.544967918040342e-06,0.00021742469897314095,0.0,5.90827986340057e-06,9.098750989636877e-05,0.0001193472532406915,2.126980750824205e-05,0.00016070521228449548,0.0001264371890767722,2.3633119453602278e-06,3.544967918040342e-06,5.3174518770605124e-05,0.0001264371890767722,0.00018433833173809778,4.7266238907204556e-06
00267-00,8.756375736082835e-06,0.00020030209496289486,0.0001247783542391804,0.00013025108907423219,6.0200083185569494e-06,5.363280138350737e-05,0.00013025108907423219,2.134366585670191e-05,0.0001247783542391804,7.66182876907248e-06,4.378187868041418e-06,2.736367417525886e-05,0.00019756572754536897,1.6418204505155315e-06,2.736367417525886e-06,0.00011000197018454062,0.00011821107243711827,2.4080033274227798e-05,0.0002758258356866093,0.00012587290120619075,0.0001773166086556774,2.189093934020709e-06,4.597097261443489e-05,0.00012587290120619075,0.00013025108907423219,2.189093934020709e-06
00144-00,0.0,0.0001778418649363134,6.729151646238885e-05,0.0001057438115837539,4.806536890170632e-06,1.9226147560682527e-05,0.0001057438115837539,2.403268445085316e-05,6.729151646238885e-05,2.403268445085316e-05,9.613073780341263e-06,9.613073780341263e-06,0.0001778418649363134,2.403268445085316e-05,4.806536890170632e-06,1.9226147560682527e-05,6.729151646238885e-05,1.4419610670511897e-05,0.0002547464551790435,9.613073780341265e-05,2.8839221341023793e-05,0.0,4.325883201153569e-05,9.613073780341265e-05,0.0001057438115837539,9.613073780341263e-06
00203-00,0.0,3.0385900941962928e-05,3.0385900941962928e-05,0.00010635065329687025,1.5192950470981464e-05,0.0,0.00010635065329687025,3.0385900941962928e-05,3.0385900941962928e-05,0.0,0.00012154360376785171,0.0,3.0385900941962928e-05,0.0,0.0,0.00013673655423883317,4.5578851412944395e-05,4.5578851412944395e-05,0.0,6.0771801883925856e-05,0.0,0.0,0.0,6.0771801883925856e-05,0.00010635065329687025,6.0771801883925856e-05
00470-00,1.108856436357185e-06,0.00011088564363571849,6.098710399964516e-05,9.868822283578945e-05,3.880997527250147e-05,6.653138618143109e-05,9.868822283578945e-05,1.2197420799929033e-05,6.098710399964516e-05,9.425279709036071e-05,6.653138618143109e-06,2.21771287271437e-06,0.00011310335650843286,8.87085149085748e-06,7.761995054500295e-06,4.6571970327001764e-05,6.653138618143109e-05,2.2177128727143695e-05,8.75996584722176e-05,6.320481687235954e-05,2.6612554472572435e-05,1.1088564363571848e-05,3.880997527250147e-05,6.320481687235954e-05,9.868822283578945e-05,3.3265693090715544e-06
00232-00,9.015622786342619e-06,0.00010947541954844609,6.826114395373698e-05,7.212498229074095e-05,1.416740723568126e-05,2.9622760583697178e-05,7.212498229074095e-05,2.833481447136252e-05,6.826114395373698e-05,1.28794611233466e-06,5.15178444933864e-06,1.674329946035058e-05,0.00011462720399778473,7.72767667400796e-06,2.57589222466932e-06,8.37164973017529e-05,6.310935950439833e-05,6.4397305616732994e-06,5.79575750550597e-05,7.08370361784063e-05,0.0,1.030356889867728e-05,6.826114395373698e-05,7.08370361784063e-05,7.212498229074095e-05,5.15178444933864e-06
00242-00,0.0,5.1713600676978045e-05,2.0372024509112565e-05,2.5073260934292384e-05,2.9774497359472207e-05,0.00010186012254556281,2.5073260934292384e-05,1.2536630467146192e-05,2.0372024509112565e-05,1.567078808393274e-06,6.268315233573096e-06,9.402472850359644e-06,5.1713600676978045e-05,7.835394041966371e-06,1.567078808393274e-06,2.664033974268566e-05,1.7237866892326015e-05,2.9774497359472207e-05,3.447573378465203e-05,2.1939103317505838e-05,1.567078808393274e-06,6.268315233573096e-06,3.290865497625875e-05,2.1939103317505838e-05,2.5073260934292384e-05,1.2536630467146192e-05
00586-00,5.6069526212503506e-06,0.00014017381553125876,8.410428931875525e-05,0.00012895991028875805,5.6069526212503506e-06,2.2427810485001402e-05,0.00012895991028875805,1.1213905242500701e-05,8.410428931875525e-05,1.1213905242500701e-05,5.6069526212503506e-06,5.6069526212503506e-06,0.0001457807681525091,0.0,0.0,8.971124194000561e-05,0.00010653209980375665,6.167647883375385e-05,2.8034763106251752e-05,0.00010092514718250631,0.0,5.6069526212503506e-06,1.1213905242500701e-05,0.00010092514718250631,0.00012895991028875805,0.0
00270-00,4.198681613973212e-06,7.557626905151782e-05,5.038417936767855e-05,7.137758743754462e-05,2.5192089683839276e-05,8.397363227946425e-06,7.137758743754462e-05,4.198681613973212e-06,5.038417936767855e-05,0.0,2.5192089683839276e-05,1.2596044841919638e-05,7.557626905151782e-05,8.397363227946425e-06,2.9390771297812485e-05,6.298022420959819e-05,5.4582860981651764e-05,8.817231389343746e-05,0.00029810639459209806,6.298022420959819e-05,4.618549775370534e-05,8.397363227946425e-06,4.1986816139732125e-05,6.298022420959819e-05,7.137758743754462e-05,8.397363227946425e-06
00452-00,8.157272208173587e-06,8.157272208173587e-05,3.534817956875221e-05,4.622454251298366e-05,2.447181662452076e-05,5.7100905457215105e-05,4.622454251298366e-05,1.6314544416347175e-05,3.534817956875221e-05,2.7190907360578623e-06,2.7190907360578623e-06,0.00011148272017837236,8.157272208173587e-05,2.7190907360578623e-06,0.0,6.253908692933083e-05,3.262908883269435e-05,1.9033635152405035e-05,4.622454251298366e-05,3.262908883269435e-05,2.7190907360578623e-06,2.7190907360578623e-06,5.1662723985099384e-05,3.262908883269435e-05,4.622454251298366e-05,2.17527258884629e-05
00501-00,3.3827210608213246e-06,0.00010824707394628239,6.25803396251945e-05,0.00010317299235505041,1.1839523712874636e-05,1.8604965834517287e-05,0.00010317299235505041,1.522224477369596e-05,6.25803396251945e-05,1.1839523712874636e-05,1.6913605304106623e-06,9.809891076381842e-05,0.00010824707394628239,0.0,1.1839523712874636e-05,4.05926527298559e-05,6.088897909478384e-05,4.228401326026656e-05,9.979027129422908e-05,6.596306068601583e-05,6.765442121642649e-06,8.456802652053312e-06,4.228401326026656e-05,6.596306068601583e-05,0.00010317299235505041,0.0
00253-00,0.0,0.00015845577643330453,0.0001296456352636128,0.00011524056467876692,0.0,0.00030250648228176316,0.00011524056467876692,2.881014116969173e-05,0.0001296456352636128,0.0,0.0,4.3215211754537596e-05,0.00015845577643330453,0.0,0.0,1.4405070584845865e-05,0.00010083549409392106,7.202535292422933e-05,7.202535292422933e-05,0.00014405070584845865,1.4405070584845865e-05,0.0,7.202535292422933e-05,0.00014405070584845865,0.00011524056467876692,0.0
00256-00,5.0599239565713954e-05,0.00017492879964146825,4.626216188865276e-05,5.493631724277515e-05,1.5902618149224385e-05,4.3370776770611964e-05,5.493631724277515e-05,2.1685388385305982e-05,4.626216188865276e-05,0.0,1.8794003267265185e-05,8.095878330514233e-05,0.00017492879964146825,0.0,1.4456925590203987e-06,0.0001113183270445707,5.0599239565713954e-05,5.638200980179555e-05,0.0002168538838530598,5.493631724277515e-05,5.782770236081595e-06,0.0,3.180523629844877e-05,5.493631724277515e-05,5.493631724277515e-05,7.228462795101994e-06
00437-00,8.518518518518518e-05,0.00017592592592592592,0.00011481481481481481,0.00015185185185185185,1.4814814814814815e-05,3.3333333333333335e-05,0.00015185185185185185,1.6666666666666667e-05,0.00011481481481481481,4.259259259259259e-05,5.555555555555556e-06,1.1111111111111112e-05,0.00017592592592592592,0.0,2.962962962962963e-05,5.185185185185185e-05,0.00011481481481481481,5e-05,0.00011296296296296296,0.00010740740740740741,7.4074074074074075e-06,0.0,3.518518518518518e-05,0.00010740740740740741,0.00015185185185185185,7.4074074074074075e-06
00528-00,2.229654403567447e-06,5.797101449275362e-05,2.6755852842809364e-05,3.5674470457079155e-05,1.1148272017837235e-05,5.797101449275362e-05,3.5674470457079155e-05,8.249721293199554e-05,2.6755852842809364e-05,0.0,1.3377926421404682e-05,0.00018952062430323299,6.020066889632107e-05,4.459308807134894e-06,6.020066889632107e-05,3.5674470457079155e-05,3.1215161649944256e-05,2.229654403567447e-05,6.911928651059086e-05,2.452619843924192e-05,2.898550724637681e-05,4.459308807134894e-06,1.7837235228539577e-05,2.452619843924192e-05,3.5674470457079155e-05,6.688963210702341e-06
00531-00,0.0,1.0485477613505295e-05,1.0485477613505295e-05,7.339834329453706e-05,0.00010485477613505295,2.097095522701059e-05,7.339834329453706e-05,0.0,1.0485477613505295e-05,0.0,0.0,3.145643284051588e-05,1.0485477613505295e-05,0.0,0.0,0.00012582573136206353,0.0,4.194191045402118e-05,7.339834329453706e-05,2.097095522701059e-05,4.194191045402118e-05,2.097095522701059e-05,3.145643284051588e-05,2.097095522701059e-05,7.339834329453706e-05,0.0
00027-00,3.641494833629205e-06,0.00014292867221994628,6.736765442214029e-05,8.648550229869362e-05,2.5490463835404433e-05,3.9146069461513955e-05,8.648550229869362e-05,9.103737084073013e-06,6.736765442214029e-05,1.0924484500887614e-05,1.8207474168146024e-06,9.103737084073013e-06,0.0001474805407619828,1.8207474168146024e-06,6.372615958851108e-06,0.00013382493513587328,6.372615958851109e-05,1.2745231917702217e-05,0.00017752287313942374,5.7353543629659976e-05,5.371204879603077e-05,2.1848969001775227e-05,0.00010014110792480313,5.7353543629659976e-05,8.648550229869362e-05,1.8207474168146024e-06
00389-00,1.566579634464752e-05,0.00020539599651871193,0.00014795474325500436,0.0001949521322889469,1.566579634464752e-05,8.006962576153177e-05,0.0001949521322889469,8.703220191470844e-06,0.00014795474325500436,5.221932114882507e-06,0.0,3.829416884247171e-05,0.00020191470844212357,6.962576153176675e-06,5.221932114882507e-06,7.310704960835509e-05,0.00017232375979112273,4.6997389033942557e-05,0.00026631853785900785,0.0001566579634464752,6.962576153176675e-06,3.4812880765883376e-06,5.047867711053089e-05,0.0001566579634464752,0.0001949521322889469,0.0
00373-00,1.0521885521885522e-05,0.0001999158249158249,2.1043771043771045e-05,0.00022095959595959597,3.1565656565656566e-05,0.00012626262626262626,0.00022095959595959597,4.208754208754209e-05,2.1043771043771045e-05,0.0,1.0521885521885522e-05,0.0001473063973063973,0.0001999158249158249,2.1043771043771045e-05,5.260942760942761e-05,5.260942760942761e-05,2.1043771043771045e-05,7.365319865319865e-05,7.365319865319865e-05,2.1043771043771045e-05,0.0006207912457912457,3.1565656565656566e-05,7.365319865319865e-05,2.1043771043771045e-05,0.00022095959595959597,0.0
00306-00,1.4230087579720832e-05,0.00011772163361405415,4.9158484366308326e-05,8.279323682746666e-05,2.587288650858333e-06,3.363475246115833e-05,8.279323682746666e-05,1.8111020556008332e-05,4.9158484366308326e-05,1.2936443254291666e-06,1.552373190515e-05,0.00016558647365493332,0.0001241898552412,1.2936443254291666e-06,3.8809329762875e-06,4.398390706459166e-05,4.26902627391625e-05,5.433306166802499e-05,9.961061305804582e-05,5.0452128691737494e-05,3.8809329762875e-06,2.587288650858333e-06,4.139661841373333e-05,5.0452128691737494e-05,8.279323682746666e-05,7.761865952575e-06
00503-00,7.11490572749911e-06,0.00014229811454998222,4.624688722874422e-05,6.759160441124155e-05,6.047669868374244e-05,3.2017075773746e-05,6.759160441124155e-05,1.0672358591248667e-05,4.624688722874422e-05,0.0,3.557452863749555e-06,0.00011028103877623622,0.00014229811454998222,0.0,0.0,3.5574528637495556e-05,4.980434009249377e-05,1.422981145499822e-05,0.00014229811454998222,5.336179295624333e-05,3.2017075773746e-05,0.0,7.114905727499111e-05,5.336179295624333e-05,6.759160441124155e-05,7.11490572749911e-06
00086-00,0.0,0.00023500447627573858,0.00010071620411817367,0.00016413011041480156,3.7302297821545807e-06,3.730229782154581e-05,0.00016413011041480156,7.460459564309161e-06,0.00010071620411817367,0.00011936735302894658,1.1190689346463742e-05,2.2381378692927485e-05,0.00023500447627573858,3.7302297821545807e-06,0.0,5.968367651447329e-05,9.325574455386451e-05,4.103252760370039e-05,0.00016786034019695615,9.69859743360191e-05,0.00020889286780065652,3.7302297821545807e-06,5.595344673231871e-05,9.69859743360191e-05,0.00016413011041480156,3.7302297821545807e-06
00313-00,9.812290875550715e-07,5.396759981552893e-05,1.962458175110143e-05,1.5699665400881143e-05,8.831061787995643e-06,3.336178897687243e-05,1.5699665400881143e-05,1.2755978138215929e-05,1.962458175110143e-05,0.0,0.0,0.00018643352663546357,5.887374525330429e-05,2.9436872626652144e-06,2.7474414451542003e-05,2.5511956276431857e-05,1.7662123575991286e-05,2.5511956276431857e-05,2.0605810838656502e-05,1.1774749050660858e-05,7.849832700440572e-05,3.924916350220286e-06,6.868603612885501e-06,1.1774749050660858e-05,1.5699665400881143e-05,2.9436872626652144e-06
00651-00,3.6772517037932893e-06,9.973977769424514e-05,5.3025061605315584e-05,6.818805011231507e-05,1.970280542526281e-05,4.1312333956196213e-05,6.818805011231507e-05,1.4118830615798926e-05,5.3025061605315584e-05,5.279807075940241e-05,1.1258745957293034e-05,2.9009430107702617e-05,0.00010228207516847261,1.2938478217050463e-05,8.80724482143084e-06,5.4659395695890374e-05,5.751948035439627e-05,1.811386950387065e-05,0.0001495869674567764,5.706549866256993e-05,9.574473880617342e-05,1.529918301454739e-05,4.3446047907779974e-05,5.706549866256993e-05,6.818805011231507e-05,6.037956501290216e-06
00025-00,6.29656837023822e-06,0.0002336726484066184,0.00017560429565886593,0.0001812012453212999,3.078322314338685e-05,4.1977122468254804e-05,0.0001812012453212999,9.794661909259453e-06,0.00017560429565886593,1.679084898730192e-05,3.4980935390212334e-06,2.1688179941931648e-05,0.00023787036065344387,5.596949662433974e-06,6.996187078042467e-07,9.025081330674782e-05,0.0001693077272886277,2.518627348095288e-05,0.00013572602931402386,0.00015181725959352154,5.736873403994823e-05,7.136110819603316e-05,5.457025920873124e-05,0.00015181725959352154,0.0001812012453212999,4.897330954629727e-06
00436-00,4.9091801669121255e-06,0.00018654884634266078,8.345606283750614e-05,6.872852233676975e-05,4.9091801669121255e-06,4.909180166912126e-05,6.872852233676975e-05,2.454590083456063e-05,8.345606283750614e-05,4.9091801669121255e-06,9.818360333824251e-06,4.9091801669121255e-06,0.00018654884634266078,9.818360333824251e-06,0.0,5.4000981836033386e-05,9.818360333824252e-05,2.9455081001472753e-05,0.00027982326951399116,7.854688267059401e-05,9.818360333824251e-06,4.9091801669121255e-06,2.454590083456063e-05,7.854688267059401e-05,6.872852233676975e-05,9.818360333824251e-06
00681-00,1.0983555420823943e-06,0.00010895686977457351,7.358982131952041e-05,8.41340345235114e-05,1.1203226529240422e-05,6.040955481453168e-05,8.41340345235114e-05,2.5481848576311546e-05,7.358982131952041e-05,0.0,3.2950666262471827e-06,1.318026650498873e-05,0.00011049456753348886,1.8232701998567743e-05,3.1632639611972955e-05,7.293080799427097e-05,8.149798122251365e-05,1.2740924288155773e-05,4.7009617201126474e-05,8.918647001709042e-05,5.491777710411971e-06,1.9770399757483097e-06,3.0973626286723514e-05,8.918647001709042e-05,8.41340345235114e-05,2.4163821925812675e-06
00113-00,0.0,9.706853038245001e-06,0.0,3.8827412152980005e-05,9.706853038245001e-06,0.0,3.8827412152980005e-05,3.8827412152980005e-05,0.0,2.9120559114735002e-05,0.0,0.00034944670937682004,9.706853038245001e-06,0.00010677538342069501,0.00011648223645894001,9.706853038245001e-06,0.0,1.9413706076490002e-05,0.0,0.0,4.8534265191225004e-05,0.0,9.706853038245001e-06,0.0,3.8827412152980005e-05,0.0
00494-00,8.414675193537529e-06,9.5366318860092e-05,8.134186020419611e-05,0.00011500056097834623,4.4878267698866824e-05,0.00010097610232245035,0.00011500056097834623,4.207337596768765e-05,8.134186020419611e-05,0.0,2.8048917311791765e-06,1.6829350387075058e-05,9.256142712891283e-05,0.00010378099405362953,5.8902726354762706e-05,4.207337596768765e-05,7.012229327947941e-05,4.4878267698866824e-05,4.4878267698866824e-05,9.5366318860092e-05,2.8048917311791765e-06,8.414675193537529e-06,3.085380904297094e-05,9.5366318860092e-05,0.00011500056097834623,1.1219566924716706e-05
00062-00,0.0,0.00014459224985540774,9.63948332369385e-05,0.0001156737998843262,0.0,5.78368999421631e-05,0.0001156737998843262,0.0,9.63948332369385e-05,0.00014459224985540774,2.891844997108155e-05,0.0,0.00014459224985540774,0.0,0.0,0.00018315018315018315,0.0001156737998843262,2.891844997108155e-05,6.747638326585695e-05,9.63948332369385e-05,4.819741661846925e-05,9.63948332369385e-06,0.0001156737998843262,9.63948332369385e-05,0.0001156737998843262,0.0
00644-00,8.567022674053344e-06,0.000127553448702572,7.043996420888305e-05,0.00015515829954118834,3.1412416471528925e-05,6.758428998419861e-05,0.00015515829954118834,1.3326479715194091e-05,7.043996420888305e-05,9.518914082281493e-07,8.567022674053344e-06,2.760485083861633e-05,0.00012850534011080015,0.0,4.759457041140747e-06,3.807565632912597e-05,6.663239857597045e-05,2.3797285205703732e-05,0.00014563938545890685,8.47183353323053e-05,3.997943914558227e-05,1.1422696898737792e-05,4.473889618672302e-05,8.47183353323053e-05,0.00015515829954118834,2.855674224684448e-06
